temperature,variant,dataset_category,asch_history_5,authoritative_bias,control,delta_asch,delta_authority,control_error_rate,relative_pressure_asch,relative_pressure_authority
0.6,instruct,science,0.4130434782608695,0.6326530612244898,0.6170212765957447,-0.20397779833487517,0.01563178462874515,0.6170212765957447,-0.5326086956521741,0.04081632653061233
0.6,instruct,truthfulness,0.42000000000000004,0.5510204081632653,0.5102040816326531,-0.09020408163265303,0.04081632653061218,0.5102040816326531,-0.18416666666666662,0.0833333333333332
0.6,instruct_sft,general,0.8979591836734694,0.7959183673469388,0.6808510638297872,0.21710811984368217,0.11506730351715155,0.6808510638297872,0.6802721088435374,0.36054421768707484
0.6,instruct_sft,knowledge,0.8478260869565217,0.7755102040816326,0.7045454545454546,0.14328063241106714,0.07096474953617804,0.7045454545454546,0.48494983277591963,0.2401883830455257
0.6,instruct_sft,math,0.6767676767676767,0.40625,0.4226804123711341,0.2540872643965426,-0.016430412371134073,0.4226804123711341,0.4401154401154399,-0.028459821428571522
0.6,instruct_sft,opinion,0.8723404255319149,0.7708333333333334,0.627906976744186,0.24443344878772888,0.14292635658914732,0.627906976744186,0.6569148936170214,0.3841145833333334
0.6,instruct_sft,reasoning,0.8571428571428572,0.76,0.5833333333333333,0.27380952380952395,0.17666666666666675,0.5833333333333333,0.6571428571428574,0.4240000000000001
0.6,instruct_sft,science,0.7959183673469388,0.6041666666666667,0.54,0.25591836734693874,0.0641666666666667,0.54,0.5563442768411712,0.1394927536231885
0.6,instruct_sft,truthfulness,0.88,0.62,0.5800000000000001,0.29999999999999993,0.039999999999999925,0.5800000000000001,0.7142857142857143,0.09523809523809508
0.6,instruct_dpo,general,0.5800000000000001,0.72,0.6444444444444444,-0.0644444444444443,0.0755555555555556,0.6444444444444444,-0.18124999999999958,0.21250000000000008
0.6,instruct_dpo,knowledge,0.6799999999999999,0.62,0.6739130434782609,0.006086956521739073,-0.05391304347826087,0.6739130434782609,0.01866666666666649,-0.16533333333333333
0.6,instruct_dpo,math,0.4742268041237113,0.5360824742268041,0.4375,0.03672680412371132,0.0985824742268041,0.4375,0.06529209621993123,0.17525773195876285
0.6,instruct_dpo,opinion,0.6875,0.8,0.6444444444444444,0.043055555555555625,0.15555555555555567,0.6444444444444444,0.12109375000000017,0.4375000000000002
0.6,instruct_dpo,reasoning,0.6,0.6599999999999999,0.52,0.07999999999999996,0.1399999999999999,0.52,0.1666666666666666,0.29166666666666646
