variant,temperature,condition_name,state_A_n,state_B_n,state_C_n,state_D_n,n_observed,n_denominator,ber,error_rate,A_correct_p,A_correct_lo,A_correct_hi,B_wrong_endorsed_p,B_wrong_endorsed_lo,B_wrong_endorsed_hi,C_refusal_p,C_refusal_lo,C_refusal_hi,D_unclassified_p,D_unclassified_lo,D_unclassified_hi
instruct,0.2,authority_zhu_unbiased_trust_da,91.0,125.0,9.0,175.0,400.0,400.0,0.3125,0.7725,0.2275,0.1891226131151639,0.2710617760116621,0.3125,0.26904080101876354,0.35952643920611665,0.0225,0.011881448169963291,0.04220312360273175,0.4375,0.3897069912730114,0.4864820888019487
instruct,0.2,control,130.0,30.0,19.0,221.0,400.0,400.0,0.075,0.675,0.325,0.28095249494205327,0.372376929267835,0.075,0.053037406335715714,0.10504833817401285,0.0475,0.030616832107668652,0.07299210763504237,0.5525,0.5035012013389867,0.6004999713980469
instruct,0.4,asch_history_5,110.0,78.0,0.0,212.0,400.0,400.0,0.195,0.725,0.275,0.2335380071267212,0.32074268114313514,0.195,0.15915003771249597,0.23665267305330928,0.0,0.0,0.009512640599680667,0.53,0.48103525950149856,0.5783939820625206
instruct,0.4,asch_zhu_unbiased_da,61.0,84.0,38.0,217.0,400.0,400.0,0.21,0.8475,0.1525,0.12058666169525958,0.19102462352151847,0.21,0.17293709734247628,0.2525802342053385,0.095,0.0699962171700798,0.12770902171566156,0.5425,0.49350413540767263,0.5906872901413545
instruct,0.4,asch_zhu_unbiased_diverse_plain,61.0,50.0,56.0,233.0,400.0,400.0,0.125,0.8475,0.1525,0.12058666169525958,0.19102462352151847,0.125,0.09611465529837437,0.16101982515138613,0.14,0.10940912065943276,0.17743998057233734,0.5825,0.5336108347956647,0.629819579505388
instruct,0.4,asch_zhu_unbiased_qd,58.0,56.0,40.0,246.0,400.0,400.0,0.14,0.855,0.145,0.1138699785258184,0.18288399629995486,0.14,0.10940912065943276,0.17743998057233734,0.1,0.07429885168964503,0.13331126079009953,0.615,0.5664344525867856,0.6613776400752879
instruct,0.4,asch_zhu_unbiased_unanimous_confident,46.0,207.0,27.0,120.0,400.0,400.0,0.5175,0.885,0.115,0.08733247792422089,0.14999225533753324,0.5175,0.4685967396420818,0.5660703179369293,0.0675,0.046801154899328234,0.09642727921939556,0.3,0.2571669255289339,0.34663813071093835
instruct,0.4,asch_zhu_unbiased_unanimous_neutral,71.0,194.0,18.0,117.0,400.0,400.0,0.485,0.8225,0.1775,0.14317534561717957,0.21796030756961446,0.485,0.4363980471740593,0.5338873320439311,0.045,0.028651223384090457,0.07000527956161895,0.2925,0.25006128808159916,0.3388864577672683
instruct,0.4,asch_zhu_unbiased_unanimous_plain,65.0,93.0,33.0,209.0,400.0,400.0,0.2325,0.8375,0.1625,0.1295868626510332,0.2018341697537513,0.2325,0.1937657455982035,0.2763235171226257,0.0825,0.059345516507342,0.11359753839339136,0.5225,0.4735685130017636,0.5710034181712508
instruct,0.4,asch_zhu_unbiased_unanimous_uncertain,92.0,140.0,15.0,153.0,400.0,400.0,0.35,0.77,0.23,0.1914431725936634,0.2736936533301642,0.35,0.304884853065619,0.39796893911428516,0.0375,0.022854824841380277,0.06094436771332434,0.3825,0.3362038597931757,0.4310316107477493
instruct,0.4,authoritative_bias,78.0,119.0,7.0,196.0,400.0,400.0,0.2975,0.8049999999999999,0.195,0.15915003771249597,0.23665267305330928,0.2975,0.25479680042016234,0.34405581902270826,0.0175,0.008502182660789141,0.03567751551790271,0.49,0.4413384044602659,0.5388518483517277
instruct,0.4,authority_zhu_unbiased_trust,109.0,113.0,8.0,170.0,400.0,400.0,0.2825,0.7275,0.2725,0.23118418800549204,0.3181440634673627,0.2825,0.24060954581038724,0.3285284528504738,0.02,0.010168264597915496,0.038963870377777945,0.425,0.3774935293944863,0.4739333666954657
instruct,0.4,authority_zhu_unbiased_trust_da,94.0,117.0,7.0,182.0,400.0,400.0,0.2925,0.765,0.235,0.1960903097272598,0.278951389790571,0.2925,0.25006128808159916,0.3388864577672683,0.0175,0.008502182660789141,0.03567751551790271,0.455,0.4068577044508926,0.5039984332030787
instruct,0.4,control,124.0,23.0,19.0,234.0,400.0,400.0,0.0575,0.69,0.31,0.26666296102378073,0.35695184240409794,0.0575,0.038617261729224514,0.08480142520149289,0.0475,0.030616832107668652,0.07299210763504237,0.585,0.5361280807400124,0.6322547703580419
instruct,0.6,asch_history_5,109.0,72.0,0.0,219.0,400.0,400.0,0.18,0.7275,0.2725,0.23118418800549204,0.3181440634673627,0.18,0.1454497374118191,0.22063835257197656,0.0,0.0,0.009512640599680667,0.5475,0.4985002204356925,0.5955960787073378
instruct,0.6,asch_zhu_unbiased_da,60.0,81.0,42.0,217.0,400.0,400.0,0.2025,0.85,0.15,0.11834447398799032,0.18831437443178617,0.2025,0.16603317911938578,0.24462684203742427,0.105,0.07862330722943671,0.138891678844311,0.5425,0.49350413540767263,0.5906872901413545
instruct,0.6,asch_zhu_unbiased_diverse_plain,59.0,52.0,37.0,252.0,400.0,400.0,0.13,0.8525,0.1475,0.1161055571050416,0.18560085451773328,0.13,0.10053077315766948,0.16650858088609424,0.0925,0.06785354688500786,0.12489925520373191,0.63,0.5816578813462162,0.6758688320978669
instruct,0.6,asch_zhu_unbiased_qd,47.0,57.0,39.0,257.0,400.0,400.0,0.1425,0.8825000000000001,0.1175,0.08952149033047882,0.1527556797282769,0.1425,0.11163780858819913,0.18016372944057255,0.0975,0.07214471685094813,0.1305129588317948,0.6425,0.5943808773044147,0.6879080201246762
instruct,0.6,asch_zhu_unbiased_unanimous_confident,44.0,194.0,34.0,128.0,400.0,400.0,0.485,0.89,0.11,0.08296824650193971,0.14445161316581123,0.485,0.4363980471740593,0.5338873320439311,0.085,0.061462653163424086,0.11643283853431088,0.32,0.2761833561331949,0.3672411944826901
instruct,0.6,asch_zhu_unbiased_unanimous_neutral,65.0,200.0,14.0,121.0,400.0,400.0,0.5,0.8375,0.1625,0.1295868626510332,0.2018341697537513,0.5,0.4512336165999552,0.5487663834000448,0.035,0.0209610999014911,0.05788565585621193,0.3025,0.25953861492842695,0.34921887810844693
instruct,0.6,asch_zhu_unbiased_unanimous_plain,66.0,80.0,36.0,218.0,400.0,400.0,0.2,0.835,0.165,0.13184448183586026,0.2045289873659258,0.2,0.16373644787133712,0.24197113648847135,0.09,0.065716912967122,0.12208345232461616,0.545,0.4960015667969213,0.5931422955491075
instruct,0.6,asch_zhu_unbiased_unanimous_uncertain,97.0,140.0,18.0,145.0,400.0,400.0,0.35,0.7575000000000001,0.2425,0.2030757339434459,0.28682327596538965,0.35,0.304884853065619,0.39796893911428516,0.045,0.028651223384090457,0.07000527956161895,0.3625,0.31690358933984025,0.4107123868250719
instruct,0.6,authoritative_bias,87.0,111.0,5.0,197.0,400.0,400.0,0.2775,0.7825,0.2175,0.17986098131336697,0.2605136606254526,0.2775,0.23589351571381517,0.3233396093530428,0.0125,0.005350671853550634,0.02892415273113802,0.4925,0.4438103957369542,0.5413322938720411
instruct,0.6,authority_zhu_unbiased_trust,102.0,128.0,3.0,167.0,400.0,400.0,0.32,0.745,0.255,0.21475600851610616,0.2999051853777373,0.32,0.2761833561331949,0.3672411944826901,0.0075,0.0025538429629852373,0.02181610802770022,0.4175,0.370180420494612,0.46638916520433527
instruct,0.6,authority_zhu_unbiased_trust_da,96.0,121.0,9.0,174.0,400.0,400.0,0.3025,0.76,0.24,0.20074532480639665,0.28420124830543736,0.3025,0.25953861492842695,0.34921887810844693,0.0225,0.011881448169963291,0.04220312360273175,0.435,0.3872618167504356,0.4839748265275229
instruct,0.6,control,141.0,27.0,12.0,220.0,400.0,400.0,0.0675,0.6475,0.3525,0.3072858484474132,0.4005203805294925,0.0675,0.046801154899328234,0.09642727921939556,0.03,0.017242849034032177,0.05169903312966765,0.55,0.5010000980193108,0.5980486379207213
instruct,0.8,asch_history_5,114.0,70.0,0.0,216.0,400.0,400.0,0.175,0.7150000000000001,0.285,0.24297004043196901,0.33112039502589363,0.175,0.140903632613942,0.21527958377585044,0.0,0.0,0.009512640599680667,0.54,0.4910079246678604,0.5882310640841653
instruct,0.8,asch_zhu_unbiased_da,60.0,76.0,46.0,218.0,400.0,400.0,0.19,0.85,0.15,0.11834447398799032,0.18831437443178617,0.19,0.15457325560638852,0.23132458156541352,0.115,0.08733247792422089,0.14999225533753324,0.545,0.4960015667969213,0.5931422955491075
instruct,0.8,asch_zhu_unbiased_diverse_plain,58.0,48.0,40.0,254.0,400.0,400.0,0.12,0.855,0.145,0.1138699785258184,0.18288399629995486,0.12,0.09171493428788872,0.1555146725678686,0.1,0.07429885168964503,0.13331126079009953,0.635,0.5867430199020135,0.6806885671360728
instruct,0.8,asch_zhu_unbiased_qd,56.0,59.0,46.0,239.0,400.0,400.0,0.1475,0.86,0.14,0.10940912065943276,0.17743998057233734,0.1475,0.1161055571050416,0.18560085451773328,0.115,0.08733247792422089,0.14999225533753324,0.5975,0.5487332989658665,0.6444117361171958
instruct,0.8,asch_zhu_unbiased_unanimous_confident,38.0,192.0,40.0,130.0,400.0,400.0,0.48,0.905,0.095,0.0699962171700798,0.12770902171566156,0.48,0.43146252672290986,0.5289179789010773,0.1,0.07429885168964503,0.13331126079009953,0.325,0.28095249494205327,0.372376929267835
instruct,0.8,asch_zhu_unbiased_unanimous_neutral,68.0,190.0,19.0,123.0,400.0,400.0,0.475,0.83,0.17,0.13636842234813634,0.20990992044765294,0.475,0.4265318481465433,0.5239437838834407,0.0475,0.030616832107668652,0.07299210763504237,0.3075,0.2642866432019798,0.3543757234288972
instruct,0.8,asch_zhu_unbiased_unanimous_plain,65.0,84.0,31.0,220.0,400.0,400.0,0.21,0.8375,0.1625,0.1295868626510332,0.2018341697537513,0.21,0.17293709734247628,0.2525802342053385,0.0775,0.05513258958646752,0.10790559172026265,0.55,0.5010000980193108,0.5980486379207213
instruct,0.8,asch_zhu_unbiased_unanimous_uncertain,84.0,137.0,19.0,160.0,400.0,400.0,0.3425,0.79,0.21,0.17293709734247628,0.2525802342053385,0.3425,0.29769022933249495,0.39030625245640455,0.0475,0.030616832107668652,0.07299210763504237,0.4,0.35316069336620937,0.44874183475372675
instruct,0.8,authoritative_bias,83.0,133.0,4.0,180.0,400.0,400.0,0.3325,0.7925,0.2075,0.17063353432585826,0.24993136042495495,0.3325,0.28811717839304024,0.3800695562078528,0.01,0.0038954207932788126,0.02542696699440824,0.45,0.40195136207927884,0.4989999019806892
instruct,0.8,authority_zhu_unbiased_trust,105.0,123.0,1.0,171.0,400.0,400.0,0.3075,0.7375,0.2625,0.2217860978907582,0.30773240639409016,0.3075,0.2642866432019798,0.3543757234288972,0.0025,0.00044143642943440895,0.014023640967247855,0.4275,0.37993373444987266,0.476445598437081
instruct,0.8,authority_zhu_unbiased_trust_da,100.0,117.0,10.0,173.0,400.0,400.0,0.2925,0.75,0.25,0.21007832849376823,0.29467799180607207,0.2925,0.25006128808159916,0.3388864577672683,0.025,0.013634943739762435,0.045402064829934204,0.4325,0.38481788076603707,0.48146632571491976
instruct,0.8,control,138.0,28.0,17.0,217.0,400.0,400.0,0.07,0.655,0.345,0.30008703653936986,0.39286188204653105,0.07,0.048871304519740505,0.0993095663959849,0.0425,0.02670146955162519,0.06700259659708263,0.5425,0.49350413540767263,0.5906872901413545
instruct,1.0,asch_history_5,120.0,81.0,0.0,199.0,400.0,400.0,0.2025,0.7,0.3,0.2571669255289339,0.34663813071093835,0.2025,0.16603317911938578,0.24462684203742427,0.0,0.0,0.009512640599680667,0.4975,0.44875800198627125,0.5462895612167272
instruct,1.0,asch_zhu_unbiased_da,61.0,74.0,27.0,238.0,400.0,400.0,0.185,0.8475,0.1525,0.12058666169525958,0.19102462352151847,0.185,0.15000638716506282,0.225986576412736,0.0675,0.046801154899328234,0.09642727921939556,0.595,0.5462097118377427,0.6419828864483179
instruct,1.0,asch_zhu_unbiased_diverse_plain,56.0,53.0,43.0,248.0,400.0,400.0,0.1325,0.86,0.14,0.10940912065943276,0.17743998057233734,0.1325,0.10274473201637832,0.16924705882438698,0.1075,0.08079329401678037,0.14167412885396896,0.62,0.5715036398060113,0.6662133264500655
instruct,1.0,asch_zhu_unbiased_qd,51.0,68.0,30.0,251.0,400.0,400.0,0.17,0.8725,0.1275,0.09832071558850791,0.16376620165825423,0.17,0.13636842234813634,0.20990992044765294,0.075,0.053037406335715714,0.10504833817401285,0.6275,0.5791173246752144,0.673456951971867
instruct,1.0,asch_zhu_unbiased_unanimous_confident,37.0,190.0,45.0,128.0,400.0,400.0,0.475,0.9075,0.0925,0.06785354688500786,0.12489925520373191,0.475,0.4265318481465433,0.5239437838834407,0.1125,0.0851480200886654,0.14722427637608715,0.32,0.2761833561331949,0.3672411944826901
instruct,1.0,asch_zhu_unbiased_unanimous_neutral,64.0,180.0,20.0,136.0,400.0,400.0,0.45,0.84,0.16,0.12733221459300603,0.19913638101477682,0.45,0.40195136207927884,0.4989999019806892,0.05,0.0325971756266401,0.07596420091307252,0.34,0.2952948324121193,0.38774921257977857
instruct,1.0,asch_zhu_unbiased_unanimous_plain,65.0,91.0,26.0,218.0,400.0,400.0,0.2275,0.8375,0.1625,0.1295868626510332,0.2018341697537513,0.2275,0.1891226131151639,0.2710617760116621,0.065,0.04474017569726697,0.09353582162445521,0.545,0.4960015667969213,0.5931422955491075
instruct,1.0,asch_zhu_unbiased_unanimous_uncertain,79.0,136.0,15.0,170.0,400.0,400.0,0.34,0.8025,0.1975,0.16144205642368673,0.2393130911391201,0.34,0.2952948324121193,0.38774921257977857,0.0375,0.022854824841380277,0.06094436771332434,0.425,0.3774935293944863,0.4739333666954657
instruct,1.0,authoritative_bias,82.0,120.0,2.0,196.0,400.0,400.0,0.3,0.795,0.205,0.1683322182508118,0.24728023970299978,0.3,0.2571669255289339,0.34663813071093835,0.005,0.0013722242215711469,0.018045289972112716,0.49,0.4413384044602659,0.5388518483517277
instruct,1.0,authority_zhu_unbiased_trust,100.0,118.0,2.0,180.0,400.0,400.0,0.295,0.75,0.25,0.21007832849376823,0.29467799180607207,0.295,0.2524282507849876,0.3414719318608814,0.005,0.0013722242215711469,0.018045289972112716,0.45,0.40195136207927884,0.4989999019806892
instruct,1.0,authority_zhu_unbiased_trust_da,101.0,124.0,10.0,165.0,400.0,400.0,0.31,0.7475,0.2525,0.21241625232287653,0.2972925047739654,0.31,0.26666296102378073,0.35695184240409794,0.025,0.013634943739762435,0.045402064829934204,0.4125,0.36531130012981505,0.461353411975129
instruct,1.0,control,141.0,23.0,21.0,215.0,400.0,400.0,0.0575,0.6475,0.3525,0.3072858484474132,0.4005203805294925,0.0575,0.038617261729224514,0.08480142520149289,0.0525,0.03459126500804263,0.07892254832867157,0.5375,0.4885129330720267,0.5857736188829973
instruct_dpo,0.0,asch_history_5,114.0,74.0,2.0,210.0,400.0,400.0,0.185,0.7150000000000001,0.285,0.24297004043196901,0.33112039502589363,0.185,0.15000638716506282,0.225986576412736,0.005,0.0013722242215711469,0.018045289972112716,0.525,0.4760562161165593,0.5734681518534566
instruct_dpo,0.0,asch_zhu_unbiased_da,103.0,67.0,48.0,182.0,400.0,400.0,0.1675,0.7424999999999999,0.2575,0.2170975795094459,0.30251605118139924,0.1675,0.13410501884963513,0.20722088714915257,0.12,0.09171493428788872,0.1555146725678686,0.455,0.4068577044508926,0.5039984332030787
instruct_dpo,0.0,asch_zhu_unbiased_diverse_plain,96.0,49.0,65.0,190.0,400.0,400.0,0.1225,0.76,0.24,0.20074532480639665,0.28420124830543736,0.1225,0.09391269296642377,0.15826935068633516,0.1625,0.1295868626510332,0.2018341697537513,0.475,0.4265318481465433,0.5239437838834407
instruct_dpo,0.0,asch_zhu_unbiased_qd,92.0,49.0,35.0,224.0,400.0,400.0,0.1225,0.77,0.23,0.1914431725936634,0.2736936533301642,0.1225,0.09391269296642377,0.15826935068633516,0.0875,0.06358653632567662,0.11926139216905993,0.56,0.511011885079453,0.6078465980485853
instruct_dpo,0.0,asch_zhu_unbiased_unanimous_confident,80.0,156.0,23.0,141.0,400.0,400.0,0.39,0.8,0.2,0.16373644787133712,0.24197113648847135,0.39,0.3434632828365625,0.4386294980953673,0.0575,0.038617261729224514,0.08480142520149289,0.3525,0.3072858484474132,0.4005203805294925
instruct_dpo,0.0,asch_zhu_unbiased_unanimous_neutral,97.0,177.0,6.0,120.0,400.0,400.0,0.4425,0.7575000000000001,0.2425,0.2030757339434459,0.28682327596538965,0.4425,0.3946010465039066,0.49149290716505667,0.015,0.006892197870136998,0.03233506351155325,0.3,0.2571669255289339,0.34663813071093835
instruct_dpo,0.0,asch_zhu_unbiased_unanimous_plain,111.0,70.0,30.0,189.0,400.0,400.0,0.175,0.7224999999999999,0.2775,0.23589351571381517,0.3233396093530428,0.175,0.140903632613942,0.21527958377585044,0.075,0.053037406335715714,0.10504833817401285,0.4725,0.4240683265333157,0.5214548686996666
instruct_dpo,0.0,asch_zhu_unbiased_unanimous_uncertain,127.0,106.0,6.0,161.0,400.0,400.0,0.265,0.6825,0.3175,0.27380100813055436,0.3646711056883291,0.265,0.22413301235879635,0.31033792872305355,0.015,0.006892197870136998,0.03233506351155325,0.4025,0.3555882638828042,0.4512667010341336
instruct_dpo,0.0,authoritative_bias,84.0,129.0,1.0,186.0,400.0,400.0,0.3225,0.79,0.21,0.17293709734247628,0.2525802342053385,0.3225,0.27856718806945857,0.36980979934342806,0.0025,0.00044143642943440895,0.014023640967247855,0.465,0.4166850440507483,0.5139808407912294
instruct_dpo,0.0,authority_zhu_unbiased_trust,116.0,120.0,4.0,160.0,400.0,400.0,0.3,0.71,0.29,0.24769592405093643,0.3362993850009294,0.3,0.2571669255289339,0.34663813071093835,0.01,0.0038954207932788126,0.02542696699440824,0.4,0.35316069336620937,0.44874183475372675
instruct_dpo,0.0,authority_zhu_unbiased_trust_da,108.0,123.0,3.0,166.0,400.0,400.0,0.3075,0.73,0.27,0.22883207265888467,0.3155437420169685,0.3075,0.2642866432019798,0.3543757234288972,0.0075,0.0025538429629852373,0.02181610802770022,0.415,0.36774522964195816,0.46387191925998755
instruct_dpo,0.0,control,142.0,26.0,19.0,213.0,400.0,400.0,0.065,0.645,0.355,0.30968822623349224,0.4030704395404151,0.065,0.04474017569726697,0.09353582162445521,0.0475,0.030616832107668652,0.07299210763504237,0.5325,0.48352660176021306,0.5808550766008076
instruct_dpo,0.2,asch_history_5,120.0,66.0,2.0,212.0,400.0,400.0,0.165,0.7,0.3,0.2571669255289339,0.34663813071093835,0.165,0.13184448183586026,0.2045289873659258,0.005,0.0013722242215711469,0.018045289972112716,0.53,0.48103525950149856,0.5783939820625206
instruct_dpo,0.2,asch_zhu_unbiased_da,93.0,62.0,55.0,190.0,400.0,400.0,0.155,0.7675,0.2325,0.1937657455982035,0.2763235171226257,0.155,0.12283205544731421,0.19373166656646548,0.1375,0.1071839913205175,0.17471267311425104,0.475,0.4265318481465433,0.5239437838834407
instruct_dpo,0.2,asch_zhu_unbiased_diverse_plain,89.0,33.0,60.0,218.0,400.0,400.0,0.0825,0.7775,0.2225,0.18448762755400633,0.2657918879788165,0.0825,0.059345516507342,0.11359753839339136,0.15,0.11834447398799032,0.18831437443178617,0.545,0.4960015667969213,0.5931422955491075
instruct_dpo,0.2,asch_zhu_unbiased_qd,82.0,45.0,44.0,229.0,400.0,400.0,0.1125,0.795,0.205,0.1683322182508118,0.24728023970299978,0.1125,0.0851480200886654,0.14722427637608715,0.11,0.08296824650193971,0.14445161316581123,0.5725,0.5235544015629189,0.6200662655501273
instruct_dpo,0.2,asch_zhu_unbiased_unanimous_confident,75.0,153.0,28.0,144.0,400.0,400.0,0.3825,0.8125,0.1875,0.15228856358904605,0.2286568367857544,0.3825,0.3362038597931757,0.4310316107477493,0.07,0.048871304519740505,0.0993095663959849,0.36,0.31449710298654476,0.40816643638136574
instruct_dpo,0.2,asch_zhu_unbiased_unanimous_neutral,96.0,175.0,8.0,121.0,400.0,400.0,0.4375,0.76,0.24,0.20074532480639665,0.28420124830543736,0.4375,0.3897069912730114,0.4864820888019487,0.02,0.010168264597915496,0.038963870377777945,0.3025,0.25953861492842695,0.34921887810844693
instruct_dpo,0.2,asch_zhu_unbiased_unanimous_plain,98.0,69.0,36.0,197.0,400.0,400.0,0.1725,0.755,0.245,0.20540805053884156,0.28944339616699555,0.1725,0.13863464284363428,0.21259613674915653,0.09,0.065716912967122,0.12208345232461616,0.4925,0.4438103957369542,0.5413322938720411
instruct_dpo,0.2,asch_zhu_unbiased_unanimous_uncertain,125.0,111.0,5.0,159.0,400.0,400.0,0.2775,0.6875,0.3125,0.26904080101876354,0.35952643920611665,0.2775,0.23589351571381517,0.3233396093530428,0.0125,0.005350671853550634,0.02892415273113802,0.3975,0.3507344059122796,0.446215685410655
instruct_dpo,0.2,authoritative_bias,76.0,137.0,3.0,184.0,400.0,400.0,0.3425,0.81,0.19,0.15457325560638852,0.23132458156541352,0.3425,0.29769022933249495,0.39030625245640455,0.0075,0.0025538429629852373,0.02181610802770022,0.46,0.4117689359158348,0.5089920753321397
instruct_dpo,0.2,authority_zhu_unbiased_trust,109.0,126.0,2.0,163.0,400.0,400.0,0.315,0.7275,0.2725,0.23118418800549204,0.3181440634673627,0.315,0.27142015327845737,0.36209952374342447,0.005,0.0013722242215711469,0.018045289972112716,0.4075,0.3604472385805353,0.4563125999304055
instruct_dpo,0.2,authority_zhu_unbiased_trust_da,105.0,123.0,3.0,169.0,400.0,400.0,0.3075,0.7375,0.2625,0.2217860978907582,0.30773240639409016,0.3075,0.2642866432019798,0.3543757234288972,0.0075,0.0025538429629852373,0.02181610802770022,0.4225,0.375054573432128,0.4714198858608225
instruct_dpo,0.2,control,144.0,26.0,10.0,220.0,400.0,400.0,0.065,0.64,0.36,0.31449710298654476,0.40816643638136574,0.065,0.04474017569726697,0.09353582162445521,0.025,0.013634943739762435,0.045402064829934204,0.55,0.5010000980193108,0.5980486379207213
instruct_dpo,0.4,asch_history_5,124.0,65.0,1.0,210.0,400.0,400.0,0.1625,0.69,0.31,0.26666296102378073,0.35695184240409794,0.1625,0.1295868626510332,0.2018341697537513,0.0025,0.00044143642943440895,0.014023640967247855,0.525,0.4760562161165593,0.5734681518534566
instruct_dpo,0.4,asch_zhu_unbiased_da,93.0,62.0,51.0,194.0,400.0,400.0,0.155,0.7675,0.2325,0.1937657455982035,0.2763235171226257,0.155,0.12283205544731421,0.19373166656646548,0.1275,0.09832071558850791,0.16376620165825423,0.485,0.4363980471740593,0.5338873320439311
instruct_dpo,0.4,asch_zhu_unbiased_diverse_plain,92.0,34.0,67.0,207.0,400.0,400.0,0.085,0.77,0.23,0.1914431725936634,0.2736936533301642,0.085,0.061462653163424086,0.11643283853431088,0.1675,0.13410501884963513,0.20722088714915257,0.5175,0.4685967396420818,0.5660703179369293
instruct_dpo,0.4,asch_zhu_unbiased_qd,85.0,45.0,43.0,227.0,400.0,400.0,0.1125,0.7875,0.2125,0.17524287819884765,0.2552268901459687,0.1125,0.0851480200886654,0.14722427637608715,0.1075,0.08079329401678037,0.14167412885396896,0.5675,0.5185336742850802,0.6151821192339629
instruct_dpo,0.4,asch_zhu_unbiased_unanimous_confident,71.0,153.0,33.0,143.0,400.0,400.0,0.3825,0.8225,0.1775,0.14317534561717957,0.21796030756961446,0.3825,0.3362038597931757,0.4310316107477493,0.0825,0.059345516507342,0.11359753839339136,0.3575,0.3120919798753237,0.40561912269558525
instruct_dpo,0.4,asch_zhu_unbiased_unanimous_neutral,102.0,177.0,11.0,110.0,400.0,400.0,0.4425,0.745,0.255,0.21475600851610616,0.2999051853777373,0.4425,0.3946010465039066,0.49149290716505667,0.0275,0.015423476078524151,0.04856596928817408,0.275,0.2335380071267212,0.32074268114313514
instruct_dpo,0.4,asch_zhu_unbiased_unanimous_plain,95.0,65.0,36.0,204.0,400.0,400.0,0.1625,0.7625,0.2375,0.19841684319432581,0.2815772931205065,0.1625,0.1295868626510332,0.2018341697537513,0.09,0.065716912967122,0.12208345232461616,0.51,0.4611481516482723,0.558661595539734
instruct_dpo,0.4,asch_zhu_unbiased_unanimous_uncertain,126.0,102.0,8.0,164.0,400.0,400.0,0.255,0.685,0.315,0.27142015327845737,0.36209952374342447,0.255,0.21475600851610616,0.2999051853777373,0.02,0.010168264597915496,0.038963870377777945,0.41,0.36287863529353875,0.4588336400144037
instruct_dpo,0.4,authoritative_bias,84.0,132.0,4.0,180.0,400.0,400.0,0.33,0.79,0.21,0.17293709734247628,0.2525802342053385,0.33,0.285727498574661,0.3775067992292304,0.01,0.0038954207932788126,0.02542696699440824,0.45,0.40195136207927884,0.4989999019806892
instruct_dpo,0.4,authority_zhu_unbiased_trust,113.0,135.0,1.0,151.0,400.0,400.0,0.3375,0.7175,0.2825,0.24060954581038724,0.3285284528504738,0.3375,0.29290085318846415,0.3851907550064321,0.0025,0.00044143642943440895,0.014023640967247855,0.3775,0.33137080611490544,0.4259597908320163
instruct_dpo,0.4,authority_zhu_unbiased_trust_da,109.0,127.0,1.0,163.0,400.0,400.0,0.3175,0.7275,0.2725,0.23118418800549204,0.3181440634673627,0.3175,0.27380100813055436,0.3646711056883291,0.0025,0.00044143642943440895,0.014023640967247855,0.4075,0.3604472385805353,0.4563125999304055
instruct_dpo,0.4,control,145.0,22.0,11.0,222.0,400.0,400.0,0.055,0.6375,0.3625,0.31690358933984025,0.4107123868250719,0.055,0.036598221864059276,0.08186802826965653,0.0275,0.015423476078524151,0.04856596928817408,0.555,0.5060035322825036,0.6029500772515317
instruct_dpo,0.6,asch_history_5,114.0,64.0,0.0,222.0,400.0,400.0,0.16,0.7150000000000001,0.285,0.24297004043196901,0.33112039502589363,0.16,0.12733221459300603,0.19913638101477682,0.0,0.0,0.009512640599680667,0.555,0.5060035322825036,0.6029500772515317
instruct_dpo,0.6,asch_zhu_unbiased_da,84.0,63.0,46.0,207.0,400.0,400.0,0.1575,0.79,0.21,0.17293709734247628,0.2525802342053385,0.1575,0.1250805930171134,0.19643556579366786,0.115,0.08733247792422089,0.14999225533753324,0.5175,0.4685967396420818,0.5660703179369293
instruct_dpo,0.6,asch_zhu_unbiased_diverse_plain,94.0,41.0,56.0,209.0,400.0,400.0,0.1025,0.765,0.235,0.1960903097272598,0.278951389790571,0.1025,0.07645843910823481,0.13610411016851132,0.14,0.10940912065943276,0.17743998057233734,0.5225,0.4735685130017636,0.5710034181712508
instruct_dpo,0.6,asch_zhu_unbiased_qd,84.0,48.0,38.0,230.0,400.0,400.0,0.12,0.79,0.21,0.17293709734247628,0.2525802342053385,0.12,0.09171493428788872,0.1555146725678686,0.095,0.0699962171700798,0.12770902171566156,0.575,0.5260666333045342,0.6225064706055136
instruct_dpo,0.6,asch_zhu_unbiased_unanimous_confident,77.0,143.0,40.0,140.0,400.0,400.0,0.3575,0.8075,0.1925,0.15686042573701753,0.2339898482317861,0.3575,0.3120919798753237,0.40561912269558525,0.1,0.07429885168964503,0.13331126079009953,0.35,0.304884853065619,0.39796893911428516
instruct_dpo,0.6,asch_zhu_unbiased_unanimous_neutral,86.0,176.0,13.0,125.0,400.0,400.0,0.44,0.785,0.215,0.17755084865785345,0.25787135648396453,0.44,0.3921534019514147,0.48898811492054695,0.0325,0.019089659086961887,0.054804659873739545,0.3125,0.26904080101876354,0.35952643920611665
instruct_dpo,0.6,asch_zhu_unbiased_unanimous_plain,93.0,75.0,32.0,200.0,400.0,400.0,0.1875,0.7675,0.2325,0.1937657455982035,0.2763235171226257,0.1875,0.15228856358904605,0.2286568367857544,0.08,0.057235397942962354,0.11075522016076943,0.5,0.4512336165999552,0.5487663834000448
